0.0,1.36
100.0,1.36
200.0,1.36
300.0,1.36
400.0,1.36
500.0,1.36
600.0,1.36
700.0,1.36
800.0,1.36
900.0,1.36
1000.0,1.36
1100.0,1.36
1200.0,1.36
1300.0,1.36
1400.0,1.36
1500.0,1.36
1600.0,1.36
1700.0,1.36
1800.0,1.36
1900.0,1.36
2000.0,1.36
2100.0,1.36
2200.0,1.36
2300.0,1.36
2400.0,1.36
2500.0,1.36
2600.0,1.36
2700.0,1.36
2800.0,1.36
2900.0,1.36
3000.0,1.36
3100.0,1.36
3200.0,1.36
3300.0,1.36
3400.0,1.36
3500.0,1.36
3600.0,1.36
3700.0,1.36
3800.0,1.36
3900.0,1.36
4000.0,1.36
4100.0,1.36
4200.0,1.36
4300.0,1.36
4400.0,1.36
4500.0,1.36
4600.0,1.36
4700.0,1.36
4800.0,1.36
4900.0,1.36
5000.0,1.36
5100.0,1.36
5200.0,1.36
5300.0,1.36
5400.0,1.36
5500.0,1.36
5600.0,1.36
5700.0,1.36
5800.0,1.36
5900.0,1.36
6000.0,1.36
6100.0,1.36
6200.0,1.36
6300.0,1.36
6400.0,1.36
6500.0,1.36
6600.0,1.36
6700.0,1.36
6800.0,1.36
6900.0,1.36
7000.0,1.36
7100.0,1.36
7200.0,1.36
7300.0,1.36
7400.0,1.36
7500.0,1.36
7600.0,1.36
7700.0,1.36
7800.0,1.36
7900.0,1.36
8000.0,1.36
8100.0,1.36
8200.0,1.36
8300.0,1.36
8400.0,1.36
8500.0,1.36
8600.0,1.36
8700.0,1.36
8800.0,1.36
8900.0,1.36
9000.0,1.36
9100.0,1.36
9200.0,1.36
9300.0,1.36
9400.0,1.36
9500.0,1.36
9600.0,1.36
9700.0,1.36
9800.0,1.36
9900.0,1.36
10000.0,1.36
10100.0,1.36
10200.0,1.36
10300.0,1.36
10400.0,1.36
10500.0,1.36
10600.0,1.36
10700.0,1.36
10800.0,1.36
10900.0,1.36
11000.0,1.36
11100.0,1.36
11200.0,1.36
11300.0,1.36
11400.0,1.36
11500.0,1.36
11600.0,1.36
11700.0,1.36
11800.0,1.36
11900.0,1.36
12000.0,1.36
12100.0,1.36
12200.0,1.36
12300.0,1.36
12400.0,1.36
12500.0,1.36
12600.0,1.36
12700.0,1.36
12800.0,1.36
12900.0,1.36
13000.0,1.36
13100.0,1.36
13200.0,1.36
13300.0,1.36
13400.0,1.36
13500.0,1.36
13600.0,1.36
13700.0,1.36
13800.0,1.36
13900.0,1.36
14000.0,1.36
14100.0,1.36
14200.0,1.36
14300.0,1.36
14400.0,1.36
14500.0,1.36
14600.0,1.36
14700.0,1.36
14800.0,1.36
14900.0,1.36
15000.0,1.36
15100.0,1.36
15200.0,1.36
15300.0,1.36
15400.0,1.36
15500.0,1.36
15600.0,1.36
15700.0,1.36
15800.0,1.36
15900.0,1.36
16000.0,1.36
16100.0,1.36
16200.0,1.36
16300.0,1.36
16400.0,1.36
16500.0,1.36
16600.0,1.36
16700.0,1.36
16800.0,1.36
16900.0,1.36
17000.0,1.36
17100.0,1.36
17200.0,1.36
17300.0,1.36
17400.0,1.36
17500.0,1.36
17600.0,1.36
17700.0,1.36
17800.0,1.36
17900.0,1.36
18000.0,1.36
18100.0,1.36
18200.0,1.36
18300.0,1.36
18400.0,1.36
18500.0,1.36
18600.0,1.36
18700.0,1.36
18800.0,1.36
18900.0,1.36
19000.0,1.36
19100.0,1.36
19200.0,1.36
19300.0,1.36
19400.0,1.36
19500.0,1.36
19600.0,1.36
19700.0,1.36
19800.0,1.36
19900.0,1.36
20000.0,1.36
20100.0,1.36
20200.0,1.36
20300.0,1.36
20400.0,1.36
20500.0,1.36
20600.0,1.36
20700.0,1.36
20800.0,1.36
20900.0,1.36
21000.0,1.36
21100.0,1.36
21200.0,1.36
21300.0,1.36
21400.0,1.36
21500.0,1.36
21600.0,1.36
21700.0,1.36
21800.0,1.36
21900.0,1.36
22000.0,1.36
22100.0,1.36
22200.0,1.36
22300.0,1.36
22400.0,1.36
22500.0,1.36
22600.0,1.36
22700.0,1.36
22800.0,1.36
22900.0,1.36
23000.0,1.36
23100.0,1.36
23200.0,1.36
23300.0,1.36
23400.0,1.36
23500.0,1.36
23600.0,1.36
23700.0,1.36
23800.0,1.36
23900.0,1.36
24000.0,1.36
24100.0,1.36
24200.0,1.36
24300.0,1.36
24400.0,1.36
24500.0,1.36
24600.0,1.36
24700.0,1.36
24800.0,1.36
24900.0,1.36
25000.0,1.36
25100.0,1.36
25200.0,1.36
25300.0,1.36
25400.0,1.36
25500.0,1.36
25600.0,1.36
25700.0,1.36
25800.0,1.36
25900.0,1.36
26000.0,1.36
26100.0,1.36
26200.0,1.36
26300.0,1.36
26400.0,1.36
26500.0,1.36
26600.0,1.36
26700.0,1.36
26800.0,1.36
26900.0,1.36
27000.0,1.36
27100.0,1.36
27200.0,1.36
27300.0,1.36
27400.0,1.36
27500.0,1.36
27600.0,1.36
27700.0,1.36
27800.0,1.36
27900.0,1.36
28000.0,1.36
28100.0,1.36
28200.0,1.36
28300.0,1.36
28400.0,1.36
28500.0,1.36
28600.0,1.36
28700.0,1.36
28800.0,1.36
28900.0,1.36
29000.0,1.36
29100.0,1.36
29200.0,1.36
29300.0,1.36
29400.0,1.36
29500.0,1.36
29600.0,1.36
29700.0,1.36
29800.0,1.36
29900.0,1.36
30000.0,1.36
